Member_number,Recency,Frequency,Monetary,Cluster
KH3871,152.0,7.0,34.1,Big Spenders
KH3872,37.0,30.0,301.33,Loyal Customers
KH3874,529.0,2.0,7.8,One-time Shoppers
KH3876,88.0,6.0,33.5,Potential Loyalists
KH3877,104.0,16.0,187.4,Loyal Customers
KH3878,155.0,16.0,133.0,Big Spenders
KH3879,27.0,18.0,220.45,Loyal Customers
KH3881,267.0,14.0,139.55,Big Spenders
KH3882,72.0,12.0,94.85,Potential Loyalists
KH3883,86.0,4.0,19.5,Potential Loyalists
KH3884,267.0,5.0,69.8,Big Spenders
KH3885,76.0,5.0,32.4,Potential Loyalists
KH3886,42.0,10.0,50.0,Potential Loyalists
KH3887,462.0,3.0,18.44,One-time Shoppers
KH3888,17.0,4.0,38.42,Potential Loyalists
KH3889,372.0,5.0,13.8,Churned Customers
KH3890,65.0,9.0,31.1,Potential Loyalists
KH3891,38.0,13.0,119.49,Potential Loyalists
KH3892,163.0,5.0,46.0,Big Spenders
KH3893,259.0,11.0,56.34,Big Spenders
KH3894,17.0,12.0,92.9,Potential Loyalists
KH3895,564.0,10.0,63.45,One-time Shoppers
KH3896,111.0,11.0,55.6,Potential Loyalists
KH3897,129.0,13.0,52.5,Big Spenders
KH3898,131.0,9.0,156.0,Loyal Customers
KH3899,6.0,16.0,80.2,Potential Loyalists
KH3900,10.0,14.0,122.64,Potential Loyalists
KH3901,395.0,4.0,34.7,Churned Customers
KH3902,31.0,7.0,80.4,Potential Loyalists
KH3903,85.0,19.0,125.4,Loyal Customers
KH3904,233.0,8.0,137.0,Big Spenders
KH3905,194.0,16.0,74.59,Big Spenders
KH3906,197.0,4.0,21.6,Big Spenders
KH3907,66.0,9.0,90.1,Potential Loyalists
KH3908,173.0,4.0,32.3,Big Spenders
KH3909,324.0,16.0,180.86,Churned Customers
KH3910,12.0,14.0,125.14,Potential Loyalists
KH3911,129.0,16.0,122.04,Big Spenders
KH3912,358.0,7.0,60.6,Churned Customers
KH3913,284.0,12.0,90.42,Churned Customers
KH3914,356.0,6.0,33.82,Churned Customers
KH3915,91.0,31.0,192.63,Loyal Customers
KH3916,87.0,6.0,49.5,Potential Loyalists
KH3917,108.0,13.0,102.14,Potential Loyalists
KH3918,191.0,13.0,232.92,Loyal Customers
KH3919,84.0,10.0,99.2,Potential Loyalists
KH3920,234.0,11.0,170.9,Big Spenders
KH3921,419.0,8.0,60.4,Churned Customers
KH3922,124.0,18.0,201.75,Loyal Customers
KH3923,337.0,8.0,48.74,Churned Customers
KH3924,62.0,14.0,85.4,Potential Loyalists
KH3925,280.0,8.0,63.72,Churned Customers
KH3926,132.0,18.0,159.42,Loyal Customers
KH3927,21.0,9.0,61.5,Potential Loyalists
KH3928,95.0,10.0,72.12,Potential Loyalists
KH3929,54.0,9.0,37.74,Potential Loyalists
KH3930,171.0,8.0,76.0,Big Spenders
KH3931,297.0,13.0,118.1,Churned Customers
KH3932,602.0,2.0,12.1,One-time Shoppers
KH3933,393.0,4.0,19.62,Churned Customers
KH3934,243.0,11.0,63.36,Big Spenders
KH3935,181.0,8.0,86.2,Big Spenders
KH3936,511.0,4.0,57.15,One-time Shoppers
KH3937,41.0,10.0,101.1,Potential Loyalists
KH3938,152.0,16.0,189.62,Loyal Customers
KH3939,323.0,5.0,48.89,Churned Customers
KH3940,296.0,4.0,48.2,Churned Customers
KH3941,415.0,3.0,52.34,Churned Customers
KH3942,50.0,23.0,134.61,Loyal Customers
KH3943,636.0,2.0,12.3,One-time Shoppers
KH3944,361.0,3.0,9.4,Churned Customers
KH3945,87.0,6.0,31.4,Potential Loyalists
KH3946,41.0,13.0,201.7,Loyal Customers
KH3947,200.0,10.0,119.0,Big Spenders
KH3948,198.0,15.0,147.02,Big Spenders
KH3949,273.0,2.0,2.1,Churned Customers
KH3950,25.0,15.0,200.0,Loyal Customers
KH3952,61.0,9.0,62.16,Potential Loyalists
KH3953,231.0,9.0,66.3,Big Spenders
KH3954,323.0,7.0,126.5,Churned Customers
KH3955,37.0,6.0,35.4,Potential Loyalists
KH3956,376.0,16.0,154.44,Churned Customers
KH3957,229.0,24.0,248.11,Big Spenders
KH3958,56.0,6.0,21.6,Potential Loyalists
KH3959,86.0,14.0,162.5,Loyal Customers
KH3960,70.0,23.0,211.9,Loyal Customers
KH3961,6.0,10.0,61.9,Potential Loyalists
KH3962,101.0,14.0,119.65,Potential Loyalists
KH3963,104.0,14.0,134.25,Loyal Customers
KH3964,659.0,5.0,32.7,One-time Shoppers
KH3965,365.0,8.0,45.15,Churned Customers
KH3966,212.0,11.0,45.52,Big Spenders
KH3967,37.0,16.0,119.99,Potential Loyalists
KH3968,48.0,5.0,16.4,Potential Loyalists
KH3969,300.0,5.0,51.8,Churned Customers
KH3970,423.0,2.0,17.2,Churned Customers
KH3971,0.0,15.0,171.03,Loyal Customers
KH3972,205.0,14.0,95.0,Big Spenders
KH3973,119.0,16.0,205.9,Loyal Customers
KH3974,194.0,6.0,35.7,Big Spenders
KH3975,306.0,4.0,55.8,Churned Customers
KH3976,101.0,13.0,99.88,Potential Loyalists
KH3977,258.0,6.0,42.4,Big Spenders
KH3978,160.0,5.0,65.9,Big Spenders
KH3979,105.0,4.0,51.0,Potential Loyalists
KH3980,105.0,11.0,48.3,Potential Loyalists
KH3981,5.0,4.0,13.7,Potential Loyalists
KH3982,92.0,15.0,82.79,Potential Loyalists
KH3983,112.0,11.0,191.1,Loyal Customers
KH3984,330.0,6.0,63.4,Churned Customers
KH3985,68.0,15.0,69.6,Potential Loyalists
KH3986,42.0,12.0,69.6,Potential Loyalists
KH3987,133.0,11.0,61.05,Big Spenders
KH3989,438.0,6.0,48.1,Churned Customers
KH3990,593.0,2.0,3.7,One-time Shoppers
KH3991,545.0,2.0,20.16,One-time Shoppers
KH3992,410.0,4.0,31.75,Churned Customers
KH3993,315.0,3.0,13.9,Churned Customers
KH3994,393.0,2.0,15.7,Churned Customers
KH3995,187.0,4.0,13.0,Big Spenders
KH3996,121.0,6.0,93.4,Potential Loyalists
KH3997,79.0,10.0,106.9,Potential Loyalists
KH3998,16.0,17.0,110.8,Potential Loyalists
KH3999,44.0,13.0,75.2,Potential Loyalists
KH4001,192.0,8.0,41.7,Big Spenders
KH4002,118.0,14.0,151.55,Loyal Customers
KH4003,7.0,9.0,69.04,Potential Loyalists
KH4004,234.0,10.0,76.8,Big Spenders
KH4005,596.0,4.0,24.5,One-time Shoppers
KH4006,12.0,12.0,132.81,Loyal Customers
KH4007,7.0,12.0,87.5,Potential Loyalists
KH4008,225.0,9.0,92.62,Big Spenders
KH4009,169.0,11.0,57.6,Big Spenders
KH4010,1.0,6.0,19.4,Potential Loyalists
KH4011,489.0,2.0,11.0,One-time Shoppers
KH4012,228.0,14.0,100.6,Big Spenders
KH4013,287.0,9.0,70.38,Churned Customers
KH4014,45.0,8.0,38.66,Potential Loyalists
KH4015,278.0,17.0,108.04,Churned Customers
KH4016,253.0,6.0,60.4,Big Spenders
KH4017,56.0,8.0,47.3,Potential Loyalists
KH4018,43.0,17.0,152.1,Loyal Customers
KH4019,124.0,17.0,119.9,Big Spenders
KH4020,263.0,5.0,39.4,Big Spenders
KH4021,425.0,6.0,41.8,Churned Customers
KH4022,152.0,8.0,86.0,Big Spenders
KH4023,343.0,2.0,3.4,Churned Customers
KH4024,75.0,14.0,142.9,Loyal Customers
KH4025,56.0,12.0,73.82,Potential Loyalists
KH4027,184.0,4.0,25.8,Big Spenders
KH4028,175.0,10.0,156.5,Big Spenders
KH4029,429.0,2.0,3.2,Churned Customers
KH4030,8.0,20.0,145.05,Loyal Customers
KH4031,73.0,7.0,23.0,Potential Loyalists
KH4032,142.0,4.0,16.6,Big Spenders
KH4033,207.0,6.0,33.7,Big Spenders
KH4034,47.0,6.0,44.7,Potential Loyalists
KH4035,149.0,13.0,63.6,Big Spenders
KH4036,218.0,12.0,94.35,Big Spenders
KH4037,1.0,10.0,76.9,Potential Loyalists
KH4038,54.0,14.0,91.6,Potential Loyalists
KH4039,3.0,12.0,88.2,Potential Loyalists
KH4040,271.0,11.0,87.3,Big Spenders
KH4041,75.0,11.0,73.9,Potential Loyalists
KH4042,13.0,16.0,102.35,Potential Loyalists
KH4043,343.0,2.0,12.6,Churned Customers
KH4044,29.0,10.0,148.4,Loyal Customers
KH4045,8.0,11.0,149.9,Loyal Customers
KH4046,366.0,9.0,42.42,Churned Customers
KH4047,299.0,4.0,32.44,Churned Customers
KH4048,236.0,9.0,44.75,Big Spenders
KH4049,151.0,12.0,174.9,Loyal Customers
KH4050,177.0,9.0,93.5,Big Spenders
KH4051,336.0,6.0,37.1,Churned Customers
KH4052,253.0,5.0,24.82,Big Spenders
KH4053,283.0,6.0,59.5,Churned Customers
KH4054,238.0,5.0,91.2,Big Spenders
KH4055,645.0,3.0,47.4,One-time Shoppers
KH4056,71.0,16.0,134.45,Loyal Customers
KH4058,0.0,7.0,78.99,Potential Loyalists
KH4059,237.0,9.0,92.7,Big Spenders
KH4060,19.0,7.0,101.9,Potential Loyalists
KH4061,235.0,6.0,66.8,Big Spenders
KH4062,398.0,2.0,4.6,Churned Customers
KH4063,48.0,9.0,37.8,Potential Loyalists
KH4064,104.0,6.0,83.9,Potential Loyalists
KH4065,176.0,13.0,58.04,Big Spenders
KH4066,393.0,8.0,75.9,Churned Customers
KH4067,75.0,6.0,80.4,Potential Loyalists
KH4068,19.0,12.0,97.3,Potential Loyalists
KH4069,241.0,11.0,45.7,Big Spenders
KH4070,156.0,6.0,43.1,Big Spenders
KH4071,76.0,9.0,115.26,Potential Loyalists
KH4072,138.0,2.0,9.4,Big Spenders
KH4073,58.0,14.0,124.2,Loyal Customers
KH4074,111.0,9.0,70.2,Potential Loyalists
KH4075,359.0,8.0,66.0,Churned Customers
KH4076,222.0,12.0,84.6,Big Spenders
KH4077,148.0,14.0,110.7,Big Spenders
KH4078,46.0,16.0,253.12,Loyal Customers
KH4079,101.0,6.0,37.0,Potential Loyalists
KH4080,180.0,8.0,54.9,Big Spenders
KH4081,71.0,6.0,31.44,Potential Loyalists
KH4082,243.0,11.0,135.7,Big Spenders
KH4083,502.0,2.0,40.9,One-time Shoppers
KH4084,57.0,11.0,89.8,Potential Loyalists
KH4085,92.0,10.0,50.1,Potential Loyalists
KH4086,410.0,13.0,176.95,Churned Customers
KH4087,126.0,5.0,35.3,Big Spenders
KH4088,98.0,10.0,69.23,Potential Loyalists
KH4089,87.0,6.0,56.65,Potential Loyalists
KH4090,307.0,6.0,44.12,Churned Customers
KH4091,2.0,14.0,118.95,Potential Loyalists
KH4092,91.0,10.0,137.5,Loyal Customers
KH4093,478.0,4.0,22.3,One-time Shoppers
KH4094,275.0,10.0,48.1,Churned Customers
KH4095,1.0,6.0,128.9,Potential Loyalists
KH4096,184.0,10.0,173.0,Big Spenders
KH4097,32.0,14.0,77.8,Potential Loyalists
KH4098,327.0,11.0,90.1,Churned Customers
KH4099,337.0,5.0,8.5,Churned Customers
KH4100,252.0,8.0,65.35,Big Spenders
KH4101,244.0,8.0,98.3,Big Spenders
KH4102,57.0,19.0,289.4,Loyal Customers
KH4103,157.0,9.0,68.5,Big Spenders
KH4104,30.0,16.0,132.35,Loyal Customers
KH4105,27.0,10.0,96.5,Potential Loyalists
KH4106,127.0,13.0,89.8,Big Spenders
KH4107,45.0,12.0,126.65,Loyal Customers
KH4108,94.0,14.0,135.35,Loyal Customers
KH4109,87.0,13.0,87.95,Potential Loyalists
KH4110,32.0,16.0,124.95,Potential Loyalists
KH4112,247.0,18.0,170.0,Big Spenders
KH4113,139.0,12.0,86.2,Big Spenders
KH4114,145.0,10.0,72.1,Big Spenders
KH4115,222.0,11.0,52.22,Big Spenders
KH4116,243.0,8.0,60.0,Big Spenders
KH4117,20.0,15.0,124.64,Potential Loyalists
KH4118,6.0,2.0,19.4,Potential Loyalists
KH4119,235.0,9.0,91.8,Big Spenders
KH4120,19.0,11.0,108.6,Potential Loyalists
KH4121,59.0,15.0,76.52,Potential Loyalists
KH4122,68.0,9.0,70.25,Potential Loyalists
KH4123,16.0,4.0,24.0,Potential Loyalists
KH4124,112.0,17.0,130.05,Loyal Customers
KH4125,199.0,11.0,57.6,Big Spenders
KH4126,419.0,7.0,82.4,Churned Customers
KH4127,48.0,11.0,89.35,Potential Loyalists
KH4129,53.0,17.0,129.64,Loyal Customers
KH4130,54.0,16.0,180.2,Loyal Customers
KH4131,276.0,11.0,136.8,Big Spenders
KH4132,393.0,9.0,56.16,Churned Customers
KH4133,156.0,13.0,79.8,Big Spenders
KH4134,32.0,14.0,104.95,Potential Loyalists
KH4135,598.0,4.0,19.4,One-time Shoppers
KH4136,141.0,6.0,28.6,Big Spenders
KH4137,4.0,26.0,254.04,Loyal Customers
KH4138,81.0,12.0,133.39,Loyal Customers
KH4139,34.0,6.0,36.9,Potential Loyalists
KH4140,678.0,6.0,50.2,One-time Shoppers
KH4141,48.0,3.0,25.1,Potential Loyalists
KH4142,43.0,2.0,4.9,Potential Loyalists
KH4143,663.0,4.0,24.7,One-time Shoppers
KH4144,54.0,8.0,78.8,Potential Loyalists
KH4145,263.0,6.0,31.84,Big Spenders
KH4146,324.0,15.0,85.9,Churned Customers
KH4147,105.0,12.0,119.1,Potential Loyalists
KH4148,265.0,12.0,83.05,Big Spenders
KH4149,285.0,9.0,52.8,Churned Customers
KH4150,126.0,12.0,113.7,Big Spenders
KH4151,58.0,2.0,7.2,Potential Loyalists
KH4152,195.0,16.0,115.0,Big Spenders
KH4153,156.0,22.0,163.0,Big Spenders
KH4154,181.0,8.0,80.0,Big Spenders
KH4155,97.0,17.0,157.5,Loyal Customers
KH4156,149.0,13.0,131.64,Big Spenders
KH4157,360.0,6.0,61.7,Churned Customers
KH4158,4.0,4.0,16.85,Potential Loyalists
KH4159,2.0,6.0,66.2,Potential Loyalists
KH4160,140.0,13.0,126.92,Big Spenders
KH4161,97.0,5.0,57.6,Potential Loyalists
KH4162,8.0,14.0,114.0,Potential Loyalists
KH4163,214.0,15.0,130.5,Big Spenders
KH4164,461.0,10.0,127.05,Churned Customers
KH4165,134.0,20.0,163.15,Loyal Customers
KH4166,54.0,14.0,58.26,Potential Loyalists
KH4167,115.0,6.0,38.75,Potential Loyalists
KH4168,392.0,4.0,39.7,Churned Customers
KH4169,36.0,15.0,128.2,Loyal Customers
KH4170,172.0,15.0,119.65,Big Spenders
KH4171,210.0,8.0,47.9,Big Spenders
KH4172,83.0,9.0,50.15,Potential Loyalists
KH4173,233.0,4.0,56.2,Big Spenders
KH4174,438.0,4.0,37.5,Churned Customers
KH4175,335.0,7.0,101.8,Churned Customers
KH4176,239.0,7.0,37.66,Big Spenders
KH4177,198.0,10.0,70.3,Big Spenders
KH4178,47.0,20.0,113.15,Potential Loyalists
KH4179,284.0,9.0,121.1,Churned Customers
KH4180,49.0,13.0,92.11,Potential Loyalists
KH4181,479.0,3.0,20.0,One-time Shoppers
KH4182,131.0,14.0,126.1,Big Spenders
KH4183,349.0,17.0,70.39,Churned Customers
KH4184,15.0,8.0,22.5,Potential Loyalists
KH4185,348.0,6.0,47.0,Churned Customers
KH4186,66.0,3.0,25.3,Potential Loyalists
KH4187,63.0,21.0,189.73,Loyal Customers
KH4188,497.0,2.0,6.72,One-time Shoppers
KH4189,110.0,6.0,27.1,Potential Loyalists
KH4190,3.0,21.0,120.49,Potential Loyalists
KH4191,57.0,13.0,122.8,Potential Loyalists
KH4192,14.0,15.0,68.7,Potential Loyalists
KH4193,122.0,8.0,62.54,Potential Loyalists
KH4194,233.0,14.0,127.2,Big Spenders
KH4195,90.0,10.0,74.76,Potential Loyalists
KH4196,53.0,10.0,39.9,Potential Loyalists
KH4197,57.0,17.0,183.1,Loyal Customers
KH4198,287.0,5.0,57.9,Churned Customers
KH4199,1.0,11.0,76.94,Potential Loyalists
KH4200,555.0,3.0,53.76,One-time Shoppers
KH4201,77.0,12.0,101.65,Potential Loyalists
KH4202,28.0,13.0,138.4,Loyal Customers
KH4204,75.0,10.0,89.84,Potential Loyalists
KH4205,311.0,4.0,51.5,Churned Customers
KH4206,384.0,15.0,90.95,Churned Customers
KH4207,124.0,15.0,105.55,Big Spenders
KH4208,695.0,2.0,18.0,One-time Shoppers
KH4209,519.0,4.0,35.8,One-time Shoppers
KH4210,145.0,4.0,50.44,Big Spenders
KH4211,470.0,12.0,130.0,One-time Shoppers
KH4212,243.0,11.0,79.75,Big Spenders
KH4213,129.0,8.0,111.9,Big Spenders
KH4214,84.0,13.0,94.6,Potential Loyalists
KH4215,183.0,18.0,150.7,Big Spenders
KH4216,246.0,11.0,48.9,Big Spenders
KH4217,12.0,25.0,104.25,Potential Loyalists
KH4218,88.0,12.0,191.35,Loyal Customers
KH4219,75.0,8.0,57.5,Potential Loyalists
KH4220,39.0,16.0,165.5,Loyal Customers
KH4221,306.0,8.0,83.96,Churned Customers
KH4222,3.0,13.0,135.99,Loyal Customers
KH4223,84.0,17.0,124.2,Loyal Customers
KH4224,24.0,12.0,109.6,Potential Loyalists
KH4225,236.0,6.0,24.4,Big Spenders
KH4226,24.0,9.0,89.45,Potential Loyalists
KH4227,132.0,7.0,106.1,Big Spenders
KH4228,256.0,13.0,83.36,Big Spenders
KH4229,132.0,8.0,48.8,Big Spenders
KH4230,55.0,9.0,97.6,Potential Loyalists
KH4231,353.0,5.0,68.9,Churned Customers
KH4232,11.0,12.0,94.45,Potential Loyalists
KH4233,197.0,11.0,83.3,Big Spenders
KH4234,150.0,20.0,237.4,Loyal Customers
KH4235,11.0,19.0,211.84,Loyal Customers
KH4236,35.0,14.0,193.4,Loyal Customers
KH4237,589.0,2.0,24.7,One-time Shoppers
KH4238,18.0,8.0,65.5,Potential Loyalists
KH4239,322.0,4.0,101.8,Churned Customers
KH4240,26.0,15.0,76.17,Potential Loyalists
KH4241,454.0,6.0,27.1,Churned Customers
KH4242,21.0,7.0,27.76,Potential Loyalists
KH4243,130.0,16.0,213.34,Loyal Customers
KH4244,60.0,10.0,62.7,Potential Loyalists
KH4245,209.0,9.0,54.6,Big Spenders
KH4246,29.0,8.0,71.3,Potential Loyalists
KH4247,727.0,2.0,5.6,One-time Shoppers
KH4248,447.0,2.0,11.7,Churned Customers
KH4249,26.0,11.0,87.28,Potential Loyalists
KH4250,431.0,4.0,39.76,Churned Customers
KH4251,9.0,22.0,167.39,Loyal Customers
KH4252,264.0,9.0,131.16,Big Spenders
KH4254,138.0,6.0,58.42,Big Spenders
KH4255,119.0,11.0,99.36,Potential Loyalists
KH4256,590.0,6.0,59.2,One-time Shoppers
KH4257,131.0,13.0,191.75,Loyal Customers
KH4258,19.0,13.0,130.7,Loyal Customers
KH4259,189.0,12.0,46.37,Big Spenders
KH4260,44.0,12.0,64.2,Potential Loyalists
KH4261,317.0,12.0,157.25,Churned Customers
KH4262,75.0,17.0,137.1,Loyal Customers
KH4264,233.0,9.0,60.9,Big Spenders
KH4265,18.0,10.0,49.9,Potential Loyalists
KH4266,152.0,19.0,130.5,Big Spenders
KH4267,81.0,14.0,143.7,Loyal Customers
KH4268,249.0,12.0,75.75,Big Spenders
KH4269,273.0,10.0,99.7,Big Spenders
KH4270,325.0,6.0,44.72,Churned Customers
KH4271,376.0,5.0,52.04,Churned Customers
KH4272,207.0,27.0,244.0,Loyal Customers
KH4273,199.0,8.0,49.1,Big Spenders
KH4274,91.0,12.0,103.6,Potential Loyalists
KH4275,110.0,15.0,144.6,Loyal Customers
KH4277,24.0,23.0,129.66,Loyal Customers
KH4278,545.0,4.0,43.8,One-time Shoppers
KH4279,702.0,2.0,16.9,One-time Shoppers
KH4280,24.0,15.0,241.6,Loyal Customers
KH4281,73.0,13.0,108.96,Potential Loyalists
KH4282,190.0,4.0,41.2,Big Spenders
KH4283,558.0,7.0,91.9,One-time Shoppers
KH4284,77.0,10.0,62.3,Potential Loyalists
KH4285,1.0,8.0,60.65,Potential Loyalists
KH4286,109.0,13.0,79.8,Potential Loyalists
KH4287,146.0,6.0,39.5,Big Spenders
KH4288,47.0,12.0,131.0,Loyal Customers
KH4289,83.0,9.0,115.3,Potential Loyalists
KH4290,482.0,7.0,42.85,One-time Shoppers
KH4291,21.0,16.0,89.36,Potential Loyalists
KH4292,25.0,20.0,189.7,Loyal Customers
KH4293,91.0,22.0,265.7,Loyal Customers
KH4294,27.0,14.0,66.6,Potential Loyalists
KH4295,65.0,11.0,98.7,Potential Loyalists
KH4296,126.0,10.0,86.4,Big Spenders
KH4297,64.0,23.0,145.52,Loyal Customers
KH4298,158.0,9.0,51.85,Big Spenders
KH4299,138.0,15.0,135.69,Big Spenders
KH4300,270.0,8.0,42.6,Churned Customers
KH4301,10.0,15.0,138.26,Loyal Customers
KH4302,55.0,20.0,254.7,Loyal Customers
KH4303,5.0,25.0,245.36,Loyal Customers
KH4304,319.0,8.0,50.36,Churned Customers
KH4305,159.0,15.0,117.66,Big Spenders
KH4306,2.0,12.0,81.15,Potential Loyalists
KH4307,543.0,2.0,21.96,One-time Shoppers
KH4308,25.0,19.0,92.12,Potential Loyalists
KH4309,106.0,4.0,11.7,Potential Loyalists
KH4310,306.0,7.0,68.7,Churned Customers
KH4311,389.0,5.0,39.8,Churned Customers
KH4312,16.0,17.0,151.06,Loyal Customers
KH4313,155.0,10.0,97.42,Big Spenders
KH4314,242.0,17.0,76.9,Big Spenders
KH4315,248.0,7.0,25.2,Big Spenders
KH4316,353.0,20.0,186.46,Churned Customers
KH4317,643.0,4.0,37.1,One-time Shoppers
KH4318,489.0,6.0,39.95,One-time Shoppers
KH4319,52.0,14.0,77.56,Potential Loyalists
KH4320,19.0,15.0,79.8,Potential Loyalists
KH4321,64.0,18.0,159.6,Loyal Customers
KH4322,27.0,11.0,77.7,Potential Loyalists
KH4323,13.0,12.0,111.7,Potential Loyalists
KH4324,359.0,14.0,161.2,Churned Customers
KH4325,77.0,9.0,142.7,Loyal Customers
KH4326,54.0,12.0,111.36,Potential Loyalists
KH4327,248.0,5.0,32.76,Big Spenders
KH4328,123.0,12.0,236.0,Loyal Customers
KH4329,433.0,7.0,43.75,Churned Customers
KH4330,191.0,18.0,188.9,Big Spenders
KH4331,111.0,6.0,50.0,Potential Loyalists
KH4332,36.0,4.0,30.25,Potential Loyalists
KH4333,182.0,2.0,22.8,Big Spenders
KH4334,50.0,15.0,78.05,Potential Loyalists
KH4335,25.0,17.0,135.32,Loyal Customers
KH4336,81.0,15.0,122.5,Loyal Customers
KH4337,65.0,9.0,129.34,Loyal Customers
KH4338,80.0,28.0,239.75,Loyal Customers
KH4339,405.0,6.0,43.76,Churned Customers
KH4340,5.0,13.0,128.5,Loyal Customers
KH4341,430.0,7.0,53.23,Churned Customers
KH4342,287.0,10.0,49.3,Churned Customers
KH4343,9.0,7.0,55.78,Potential Loyalists
KH4344,238.0,9.0,87.8,Big Spenders
KH4345,336.0,6.0,93.06,Churned Customers
KH4347,298.0,4.0,22.5,Churned Customers
KH4348,263.0,12.0,65.0,Big Spenders
KH4349,291.0,8.0,51.1,Churned Customers
KH4351,131.0,13.0,184.4,Loyal Customers
KH4352,1.0,13.0,114.75,Potential Loyalists
KH4353,128.0,17.0,176.2,Loyal Customers
KH4354,348.0,4.0,34.7,Churned Customers
KH4355,39.0,9.0,50.0,Potential Loyalists
KH4356,29.0,9.0,134.5,Loyal Customers
KH4357,81.0,9.0,72.8,Potential Loyalists
KH4358,54.0,6.0,107.3,Potential Loyalists
KH4359,97.0,9.0,60.85,Potential Loyalists
KH4360,310.0,6.0,66.25,Churned Customers
KH4361,116.0,8.0,46.25,Potential Loyalists
KH4362,172.0,15.0,123.55,Big Spenders
KH4363,182.0,6.0,76.9,Big Spenders
KH4364,6.0,22.0,157.05,Loyal Customers
KH4365,313.0,4.0,10.1,Churned Customers
KH4366,139.0,2.0,5.7,Big Spenders
KH4367,45.0,12.0,81.31,Potential Loyalists
KH4368,79.0,8.0,36.4,Potential Loyalists
KH4369,127.0,10.0,58.3,Big Spenders
KH4370,572.0,8.0,64.35,One-time Shoppers
KH4371,192.0,9.0,75.45,Big Spenders
KH4372,153.0,16.0,76.65,Big Spenders
KH4373,140.0,7.0,104.6,Big Spenders
KH4374,467.0,4.0,47.7,One-time Shoppers
KH4375,86.0,12.0,82.6,Potential Loyalists
KH4376,38.0,26.0,160.32,Loyal Customers
KH4377,310.0,11.0,58.5,Churned Customers
KH4378,240.0,4.0,14.5,Big Spenders
KH4379,90.0,4.0,17.6,Potential Loyalists
KH4380,57.0,11.0,175.9,Loyal Customers
KH4381,91.0,6.0,64.3,Potential Loyalists
KH4382,47.0,4.0,85.8,Potential Loyalists
KH4383,393.0,4.0,23.7,Churned Customers
KH4384,99.0,14.0,99.6,Potential Loyalists
KH4385,43.0,5.0,53.38,Potential Loyalists
KH4386,113.0,2.0,4.5,Potential Loyalists
KH4387,105.0,17.0,115.2,Potential Loyalists
KH4388,285.0,14.0,146.25,Churned Customers
KH4389,13.0,17.0,231.44,Loyal Customers
KH4390,344.0,5.0,63.4,Churned Customers
KH4391,279.0,14.0,143.84,Big Spenders
KH4392,32.0,13.0,88.82,Potential Loyalists
KH4393,36.0,5.0,51.4,Potential Loyalists
KH4394,412.0,9.0,79.9,Churned Customers
KH4395,188.0,8.0,98.5,Big Spenders
KH4396,201.0,4.0,82.22,Big Spenders
KH4397,186.0,11.0,43.84,Big Spenders
KH4398,51.0,10.0,81.9,Potential Loyalists
KH4400,19.0,6.0,33.02,Potential Loyalists
KH4401,447.0,9.0,40.2,Churned Customers
KH4402,447.0,5.0,97.9,Churned Customers
KH4403,101.0,12.0,67.05,Potential Loyalists
KH4404,446.0,7.0,63.6,Churned Customers
KH4405,161.0,10.0,72.7,Big Spenders
KH4406,217.0,17.0,91.42,Big Spenders
KH4407,314.0,6.0,41.85,Churned Customers
KH4408,254.0,9.0,45.92,Big Spenders
KH4409,349.0,7.0,27.34,Churned Customers
KH4410,79.0,11.0,61.55,Potential Loyalists
KH4411,161.0,6.0,76.8,Big Spenders
KH4412,10.0,13.0,171.56,Loyal Customers
KH4413,80.0,7.0,49.5,Potential Loyalists
KH4414,341.0,7.0,69.26,Churned Customers
KH4415,337.0,8.0,44.2,Churned Customers
KH4416,7.0,16.0,72.3,Potential Loyalists
KH4417,226.0,15.0,217.2,Big Spenders
KH4418,87.0,8.0,134.6,Loyal Customers
KH4419,7.0,2.0,4.6,Potential Loyalists
KH4420,308.0,6.0,54.2,Churned Customers
KH4422,437.0,6.0,53.32,Churned Customers
KH4423,673.0,2.0,11.4,One-time Shoppers
KH4424,75.0,8.0,143.65,Loyal Customers
KH4425,74.0,2.0,23.7,Potential Loyalists
KH4426,207.0,15.0,114.5,Big Spenders
KH4427,333.0,12.0,128.7,Churned Customers
KH4428,129.0,6.0,39.7,Big Spenders
KH4429,162.0,3.0,23.5,Big Spenders
KH4430,28.0,14.0,170.7,Loyal Customers
KH4431,44.0,14.0,72.8,Potential Loyalists
KH4432,96.0,10.0,73.1,Potential Loyalists
KH4433,219.0,17.0,165.2,Big Spenders
KH4434,100.0,15.0,235.11,Loyal Customers
KH4435,389.0,8.0,15.7,Churned Customers
KH4436,7.0,2.0,24.1,Potential Loyalists
KH4437,31.0,23.0,285.6,Loyal Customers
KH4439,131.0,8.0,54.3,Big Spenders
KH4440,29.0,12.0,118.2,Potential Loyalists
KH4441,51.0,16.0,133.3,Loyal Customers
KH4442,32.0,14.0,143.7,Loyal Customers
KH4443,415.0,7.0,56.5,Churned Customers
KH4444,85.0,15.0,110.8,Potential Loyalists
KH4445,29.0,15.0,141.2,Loyal Customers
KH4447,243.0,2.0,6.8,Big Spenders
KH4448,358.0,12.0,121.7,Churned Customers
KH4449,275.0,10.0,78.0,Churned Customers
KH4450,153.0,7.0,60.8,Big Spenders
