Member_number,Recency,Frequency,Monetary,Cluster
KH2147,48.0,9.0,53.6,Potential Loyalists
KH2148,164.0,10.0,62.25,Big Spenders
KH2149,221.0,9.0,93.0,Big Spenders
KH2151,92.0,11.0,176.94,Loyal Customers
KH2152,118.0,12.0,81.3,Potential Loyalists
KH2153,381.0,4.0,17.09,Churned Customers
KH2154,290.0,11.0,97.7,Churned Customers
KH2155,414.0,8.0,40.4,Churned Customers
KH2156,145.0,9.0,44.2,Big Spenders
KH2157,62.0,11.0,120.56,Potential Loyalists
KH2158,151.0,11.0,56.8,Big Spenders
KH2159,166.0,8.0,80.06,Big Spenders
KH2160,85.0,12.0,126.96,Loyal Customers
KH2161,462.0,4.0,19.92,One-time Shoppers
KH2162,194.0,10.0,107.5,Big Spenders
KH2164,36.0,25.0,155.6,Loyal Customers
KH2165,115.0,12.0,65.3,Potential Loyalists
KH2166,20.0,15.0,117.75,Potential Loyalists
KH2167,22.0,9.0,122.4,Potential Loyalists
KH2168,35.0,7.0,40.95,Potential Loyalists
KH2169,59.0,11.0,83.4,Potential Loyalists
KH2170,195.0,10.0,94.45,Big Spenders
KH2171,118.0,18.0,187.5,Loyal Customers
KH2172,303.0,5.0,59.8,Churned Customers
KH2173,141.0,4.0,40.1,Big Spenders
KH2174,468.0,7.0,30.8,One-time Shoppers
KH2175,299.0,13.0,102.52,Churned Customers
KH2176,144.0,13.0,108.8,Big Spenders
KH2177,454.0,6.0,43.85,Churned Customers
KH2178,10.0,11.0,177.1,Loyal Customers
KH2179,258.0,4.0,41.15,Big Spenders
KH2180,377.0,5.0,21.1,Churned Customers
KH2181,190.0,7.0,73.6,Big Spenders
KH2183,366.0,7.0,45.6,Churned Customers
KH2184,23.0,24.0,241.86,Loyal Customers
KH2185,80.0,11.0,69.9,Potential Loyalists
KH2186,120.0,20.0,128.25,Loyal Customers
KH2187,136.0,6.0,37.75,Big Spenders
KH2188,32.0,10.0,74.75,Potential Loyalists
KH2190,80.0,6.0,39.1,Potential Loyalists
KH2191,50.0,10.0,101.67,Potential Loyalists
KH2192,323.0,5.0,27.3,Churned Customers
KH2193,91.0,27.0,361.45,Loyal Customers
KH2194,208.0,15.0,127.91,Big Spenders
KH2195,173.0,8.0,58.76,Big Spenders
KH2196,82.0,14.0,103.4,Potential Loyalists
KH2197,542.0,2.0,13.8,One-time Shoppers
KH2198,507.0,2.0,22.8,One-time Shoppers
KH2199,576.0,4.0,33.0,One-time Shoppers
KH2200,81.0,10.0,94.9,Potential Loyalists
KH2201,222.0,14.0,117.65,Big Spenders
KH2202,93.0,13.0,169.45,Loyal Customers
KH2203,186.0,2.0,64.2,Big Spenders
KH2204,94.0,12.0,108.6,Potential Loyalists
KH2205,298.0,8.0,54.3,Churned Customers
KH2206,74.0,7.0,40.5,Potential Loyalists
KH2207,266.0,8.0,74.2,Big Spenders
KH2208,153.0,8.0,95.8,Big Spenders
KH2209,88.0,14.0,156.4,Loyal Customers
KH2210,96.0,19.0,277.35,Loyal Customers
KH2211,31.0,13.0,74.3,Potential Loyalists
KH2212,63.0,12.0,88.4,Potential Loyalists
KH2213,492.0,2.0,5.3,One-time Shoppers
KH2214,345.0,4.0,30.6,Churned Customers
KH2215,34.0,14.0,128.8,Loyal Customers
KH2216,43.0,2.0,24.2,Potential Loyalists
KH2217,28.0,8.0,91.05,Potential Loyalists
KH2218,181.0,13.0,80.6,Big Spenders
KH2219,257.0,6.0,19.2,Big Spenders
KH2220,148.0,6.0,28.2,Big Spenders
KH2221,12.0,6.0,83.42,Potential Loyalists
KH2222,2.0,19.0,170.95,Loyal Customers
KH2225,246.0,10.0,82.5,Big Spenders
KH2226,296.0,13.0,108.1,Churned Customers
KH2227,193.0,5.0,27.7,Big Spenders
KH2228,214.0,4.0,45.66,Big Spenders
KH2229,8.0,22.0,210.51,Loyal Customers
KH2230,216.0,18.0,195.9,Big Spenders
KH2231,27.0,15.0,109.2,Potential Loyalists
KH2232,238.0,14.0,155.7,Big Spenders
KH2233,124.0,9.0,86.05,Big Spenders
KH2234,6.0,21.0,166.0,Loyal Customers
KH2235,66.0,13.0,113.35,Potential Loyalists
KH2236,330.0,14.0,119.72,Churned Customers
KH2237,324.0,9.0,89.6,Churned Customers
KH2238,24.0,13.0,105.3,Potential Loyalists
KH2239,17.0,12.0,69.41,Potential Loyalists
KH2240,29.0,12.0,81.54,Potential Loyalists
KH2241,73.0,9.0,78.9,Potential Loyalists
KH2242,208.0,12.0,87.82,Big Spenders
KH2243,106.0,10.0,74.9,Potential Loyalists
KH2244,276.0,15.0,141.8,Big Spenders
KH2245,229.0,8.0,98.56,Big Spenders
KH2246,123.0,5.0,108.3,Big Spenders
KH2247,213.0,11.0,68.15,Big Spenders
KH2248,288.0,2.0,4.4,Churned Customers
KH2249,215.0,4.0,55.1,Big Spenders
KH2250,76.0,8.0,73.4,Potential Loyalists
KH2251,190.0,16.0,205.0,Big Spenders
KH2252,83.0,21.0,134.57,Loyal Customers
KH2253,162.0,6.0,34.3,Big Spenders
KH2254,340.0,12.0,135.7,Churned Customers
KH2255,12.0,12.0,105.85,Potential Loyalists
KH2256,131.0,9.0,85.35,Big Spenders
KH2257,229.0,8.0,64.9,Big Spenders
KH2258,437.0,7.0,33.3,Churned Customers
KH2259,562.0,7.0,29.75,One-time Shoppers
KH2260,61.0,8.0,62.75,Potential Loyalists
KH2261,184.0,13.0,65.5,Big Spenders
KH2262,56.0,10.0,108.95,Potential Loyalists
KH2263,181.0,2.0,39.9,Big Spenders
KH2264,352.0,8.0,59.2,Churned Customers
KH2265,96.0,14.0,93.85,Potential Loyalists
KH2266,91.0,9.0,86.3,Potential Loyalists
KH2267,49.0,15.0,161.4,Loyal Customers
KH2269,101.0,6.0,81.9,Potential Loyalists
KH2270,91.0,22.0,222.4,Loyal Customers
KH2271,40.0,31.0,241.8,Loyal Customers
KH2272,116.0,13.0,142.0,Loyal Customers
KH2273,33.0,14.0,89.0,Potential Loyalists
KH2274,359.0,11.0,79.34,Churned Customers
KH2275,150.0,4.0,33.32,Big Spenders
KH2276,353.0,7.0,58.7,Churned Customers
KH2277,346.0,7.0,89.46,Churned Customers
KH2278,142.0,6.0,42.84,Big Spenders
KH2279,400.0,8.0,90.6,Churned Customers
KH2280,353.0,4.0,35.5,Churned Customers
KH2281,64.0,2.0,53.7,Potential Loyalists
KH2282,233.0,3.0,57.6,Big Spenders
KH2283,346.0,7.0,38.42,Churned Customers
KH2284,287.0,13.0,131.4,Churned Customers
KH2285,14.0,4.0,26.2,Potential Loyalists
KH2286,26.0,6.0,99.9,Potential Loyalists
KH2287,14.0,8.0,84.2,Potential Loyalists
KH2288,213.0,12.0,83.12,Big Spenders
KH2289,56.0,16.0,137.84,Loyal Customers
KH2290,111.0,11.0,94.2,Potential Loyalists
KH2291,101.0,12.0,97.85,Potential Loyalists
KH2292,280.0,2.0,12.4,Churned Customers
KH2293,11.0,19.0,140.56,Loyal Customers
KH2294,98.0,23.0,205.6,Loyal Customers
KH2295,2.0,10.0,47.9,Potential Loyalists
KH2296,566.0,2.0,5.35,One-time Shoppers
KH2297,304.0,2.0,5.92,Churned Customers
KH2298,85.0,20.0,166.8,Loyal Customers
KH2299,50.0,8.0,73.47,Potential Loyalists
KH2300,102.0,10.0,107.3,Potential Loyalists
KH2301,6.0,9.0,39.35,Potential Loyalists
KH2302,700.0,2.0,6.0,One-time Shoppers
KH2303,518.0,6.0,122.6,One-time Shoppers
KH2304,182.0,2.0,6.4,Big Spenders
KH2305,93.0,7.0,102.34,Potential Loyalists
KH2306,82.0,13.0,93.54,Potential Loyalists
KH2307,184.0,11.0,121.62,Big Spenders
KH2308,476.0,6.0,28.6,One-time Shoppers
KH2309,1.0,12.0,64.07,Potential Loyalists
KH2310,281.0,16.0,137.68,Churned Customers
KH2311,59.0,18.0,127.7,Loyal Customers
KH2312,229.0,9.0,74.5,Big Spenders
KH2313,315.0,5.0,38.54,Churned Customers
KH2314,35.0,10.0,67.3,Potential Loyalists
KH2315,10.0,14.0,128.42,Loyal Customers
KH2316,205.0,6.0,83.16,Big Spenders
KH2318,348.0,6.0,33.7,Churned Customers
KH2319,234.0,7.0,84.5,Big Spenders
KH2320,387.0,10.0,110.9,Churned Customers
KH2321,197.0,13.0,121.2,Big Spenders
KH2322,683.0,4.0,24.8,One-time Shoppers
KH2323,368.0,6.0,52.3,Churned Customers
KH2324,134.0,6.0,41.6,Big Spenders
KH2325,258.0,15.0,110.58,Big Spenders
KH2326,31.0,9.0,57.3,Potential Loyalists
KH2327,22.0,10.0,78.0,Potential Loyalists
KH2328,311.0,7.0,69.7,Churned Customers
KH2329,168.0,4.0,30.3,Big Spenders
KH2330,420.0,4.0,17.4,Churned Customers
KH2331,32.0,13.0,82.22,Potential Loyalists
KH2332,15.0,13.0,97.8,Potential Loyalists
KH2334,668.0,5.0,27.0,One-time Shoppers
KH2335,160.0,5.0,30.2,Big Spenders
KH2336,84.0,11.0,120.84,Potential Loyalists
KH2337,137.0,13.0,105.8,Big Spenders
KH2338,22.0,11.0,121.2,Potential Loyalists
KH2339,589.0,10.0,110.0,One-time Shoppers
KH2340,32.0,18.0,134.4,Loyal Customers
KH2341,373.0,10.0,115.02,Churned Customers
KH2342,376.0,4.0,26.3,Churned Customers
KH2343,214.0,9.0,37.1,Big Spenders
KH2344,13.0,25.0,230.0,Loyal Customers
KH2345,13.0,10.0,51.5,Potential Loyalists
KH2346,104.0,15.0,191.9,Loyal Customers
KH2347,337.0,4.0,33.3,Churned Customers
KH2348,19.0,18.0,158.91,Loyal Customers
KH2349,166.0,16.0,116.32,Big Spenders
KH2350,579.0,4.0,10.5,One-time Shoppers
KH2351,358.0,6.0,62.64,Churned Customers
KH2352,239.0,6.0,53.09,Big Spenders
KH2353,242.0,9.0,50.7,Big Spenders
KH2354,497.0,6.0,15.3,One-time Shoppers
KH2355,159.0,12.0,89.7,Big Spenders
KH2356,121.0,14.0,129.0,Loyal Customers
KH2357,98.0,20.0,165.85,Loyal Customers
KH2358,15.0,9.0,111.16,Potential Loyalists
KH2359,124.0,13.0,101.62,Big Spenders
KH2360,315.0,6.0,73.3,Churned Customers
KH2361,88.0,10.0,59.9,Potential Loyalists
KH2362,37.0,14.0,105.75,Potential Loyalists
KH2363,66.0,11.0,156.6,Loyal Customers
KH2364,113.0,15.0,106.3,Potential Loyalists
KH2365,192.0,17.0,158.6,Big Spenders
KH2366,134.0,13.0,71.5,Big Spenders
KH2368,49.0,8.0,53.8,Potential Loyalists
KH2369,74.0,8.0,143.5,Loyal Customers
KH2370,109.0,19.0,178.26,Loyal Customers
KH2371,122.0,6.0,56.6,Potential Loyalists
KH2372,118.0,6.0,19.6,Potential Loyalists
KH2373,495.0,2.0,10.1,One-time Shoppers
KH2374,190.0,14.0,154.3,Big Spenders
KH2375,21.0,11.0,138.6,Loyal Customers
KH2376,216.0,8.0,93.0,Big Spenders
KH2377,258.0,5.0,35.0,Big Spenders
KH2378,259.0,4.0,49.0,Big Spenders
KH2379,102.0,6.0,78.5,Potential Loyalists
KH2380,82.0,16.0,177.75,Loyal Customers
KH2381,227.0,19.0,165.02,Big Spenders
KH2383,86.0,12.0,147.29,Loyal Customers
KH2384,362.0,6.0,32.6,Churned Customers
KH2386,25.0,12.0,83.0,Potential Loyalists
KH2387,659.0,2.0,8.1,One-time Shoppers
KH2388,406.0,8.0,60.62,Churned Customers
KH2389,47.0,16.0,166.19,Loyal Customers
KH2390,131.0,14.0,51.56,Big Spenders
KH2391,25.0,15.0,100.4,Potential Loyalists
KH2392,15.0,7.0,50.8,Potential Loyalists
KH2393,257.0,14.0,98.1,Big Spenders
KH2394,38.0,29.0,221.0,Loyal Customers
KH2395,408.0,5.0,107.6,Churned Customers
KH2396,496.0,11.0,79.85,One-time Shoppers
KH2397,87.0,6.0,51.94,Potential Loyalists
KH2398,356.0,7.0,26.2,Churned Customers
KH2399,321.0,11.0,139.3,Churned Customers
KH2400,283.0,12.0,154.15,Churned Customers
KH2401,11.0,10.0,111.3,Potential Loyalists
KH2402,115.0,10.0,66.83,Potential Loyalists
KH2403,29.0,13.0,142.1,Loyal Customers
KH2404,76.0,11.0,81.3,Potential Loyalists
KH2406,23.0,17.0,110.96,Potential Loyalists
KH2407,295.0,10.0,76.3,Churned Customers
KH2408,112.0,21.0,189.93,Loyal Customers
KH2410,39.0,11.0,78.0,Potential Loyalists
KH2411,618.0,6.0,48.4,One-time Shoppers
KH2412,292.0,7.0,71.3,Churned Customers
KH2413,17.0,14.0,86.65,Potential Loyalists
KH2414,574.0,2.0,21.0,One-time Shoppers
KH2415,144.0,14.0,133.9,Big Spenders
KH2416,55.0,9.0,81.6,Potential Loyalists
KH2417,422.0,2.0,11.4,Churned Customers
KH2419,130.0,9.0,93.8,Big Spenders
KH2420,94.0,10.0,70.0,Potential Loyalists
KH2421,38.0,21.0,150.3,Loyal Customers
KH2422,49.0,11.0,62.4,Potential Loyalists
KH2423,517.0,4.0,34.8,One-time Shoppers
KH2424,458.0,6.0,68.1,Churned Customers
KH2425,313.0,4.0,9.1,Churned Customers
KH2426,113.0,17.0,203.5,Loyal Customers
KH2427,187.0,9.0,46.15,Big Spenders
KH2428,131.0,17.0,85.45,Big Spenders
KH2429,184.0,4.0,33.96,Big Spenders
KH2430,344.0,12.0,98.4,Churned Customers
KH2431,64.0,13.0,82.97,Potential Loyalists
KH2432,18.0,14.0,137.0,Loyal Customers
KH2433,3.0,31.0,375.31,Loyal Customers
KH2434,103.0,7.0,86.5,Potential Loyalists
KH2435,92.0,12.0,157.05,Loyal Customers
KH2436,36.0,11.0,86.6,Potential Loyalists
KH2437,45.0,15.0,134.7,Loyal Customers
KH2438,313.0,4.0,51.6,Churned Customers
KH2439,60.0,10.0,92.34,Potential Loyalists
KH2440,194.0,25.0,223.29,Loyal Customers
KH2441,180.0,15.0,73.92,Big Spenders
KH2442,674.0,2.0,13.4,One-time Shoppers
KH2443,45.0,21.0,241.7,Loyal Customers
KH2444,196.0,8.0,56.43,Big Spenders
KH2445,427.0,8.0,87.6,Churned Customers
KH2446,113.0,9.0,79.8,Potential Loyalists
KH2447,2.0,21.0,204.0,Loyal Customers
KH2448,1.0,17.0,74.9,Potential Loyalists
KH2449,175.0,8.0,85.6,Big Spenders
KH2450,152.0,6.0,49.7,Big Spenders
KH2451,458.0,7.0,30.65,One-time Shoppers
KH2452,141.0,11.0,129.16,Big Spenders
KH2453,9.0,15.0,114.69,Potential Loyalists
KH2454,50.0,20.0,143.1,Loyal Customers
KH2455,360.0,4.0,45.7,Churned Customers
KH2456,655.0,2.0,12.5,One-time Shoppers
KH2457,382.0,6.0,23.0,Churned Customers
KH2458,129.0,6.0,55.7,Big Spenders
KH2459,99.0,13.0,100.7,Potential Loyalists
KH2460,12.0,9.0,70.7,Potential Loyalists
KH2461,87.0,5.0,38.3,Potential Loyalists
KH2462,280.0,5.0,67.78,Churned Customers
KH2463,4.0,6.0,19.2,Potential Loyalists
KH2464,164.0,8.0,76.7,Big Spenders
KH2465,3.0,11.0,124.3,Potential Loyalists
KH2466,81.0,9.0,150.2,Loyal Customers
KH2467,84.0,12.0,86.8,Potential Loyalists
KH2468,292.0,8.0,29.8,Churned Customers
KH2469,98.0,13.0,104.8,Potential Loyalists
KH2470,230.0,11.0,64.3,Big Spenders
KH2471,139.0,9.0,57.3,Big Spenders
KH2472,347.0,8.0,57.1,Churned Customers
KH2473,182.0,6.0,26.4,Big Spenders
KH2474,324.0,2.0,11.0,Churned Customers
KH2475,50.0,14.0,126.8,Loyal Customers
KH2476,26.0,10.0,37.85,Potential Loyalists
KH2477,209.0,7.0,26.9,Big Spenders
KH2478,484.0,5.0,111.45,One-time Shoppers
KH2479,351.0,10.0,40.05,Churned Customers
KH2480,101.0,13.0,46.7,Potential Loyalists
KH2481,36.0,6.0,74.76,Potential Loyalists
KH2482,708.0,3.0,6.9,One-time Shoppers
KH2483,63.0,8.0,75.5,Potential Loyalists
KH2484,140.0,14.0,136.75,Big Spenders
KH2485,226.0,7.0,46.45,Big Spenders
KH2486,35.0,5.0,41.15,Potential Loyalists
KH2487,174.0,4.0,18.1,Big Spenders
KH2488,133.0,7.0,69.5,Big Spenders
KH2489,8.0,10.0,62.42,Potential Loyalists
KH2490,12.0,6.0,19.92,Potential Loyalists
KH2492,50.0,21.0,210.64,Loyal Customers
KH2493,145.0,5.0,20.7,Big Spenders
KH2494,118.0,17.0,135.8,Loyal Customers
KH2495,155.0,11.0,83.7,Big Spenders
KH2496,28.0,8.0,99.36,Potential Loyalists
KH2497,511.0,2.0,4.9,One-time Shoppers
KH2499,38.0,15.0,159.22,Loyal Customers
KH2500,24.0,9.0,85.55,Potential Loyalists
KH2501,112.0,4.0,23.0,Potential Loyalists
KH2502,259.0,14.0,97.62,Big Spenders
KH2503,325.0,2.0,63.9,Churned Customers
KH2504,138.0,11.0,127.7,Big Spenders
KH2505,30.0,11.0,76.9,Potential Loyalists
KH2506,3.0,8.0,56.9,Potential Loyalists
KH2507,0.0,13.0,125.6,Potential Loyalists
KH2508,3.0,9.0,61.25,Potential Loyalists
KH2509,168.0,8.0,105.1,Big Spenders
KH2510,92.0,14.0,121.8,Loyal Customers
KH2511,169.0,21.0,202.74,Loyal Customers
KH2512,119.0,26.0,208.22,Loyal Customers
KH2513,15.0,12.0,80.3,Potential Loyalists
KH2514,58.0,11.0,81.1,Potential Loyalists
KH2515,161.0,12.0,96.28,Big Spenders
KH2516,152.0,8.0,48.3,Big Spenders
KH2517,18.0,27.0,256.25,Loyal Customers
KH2518,180.0,12.0,100.5,Big Spenders
KH2519,210.0,14.0,99.7,Big Spenders
KH2520,24.0,6.0,34.77,Potential Loyalists
KH2521,16.0,10.0,70.2,Potential Loyalists
KH2522,509.0,8.0,49.3,One-time Shoppers
KH2523,179.0,15.0,130.06,Big Spenders
KH2524,25.0,28.0,235.45,Loyal Customers
KH2525,44.0,11.0,97.54,Potential Loyalists
KH2526,75.0,4.0,21.1,Potential Loyalists
KH2527,141.0,5.0,53.1,Big Spenders
KH2528,72.0,7.0,65.3,Potential Loyalists
KH2530,122.0,11.0,77.54,Potential Loyalists
KH2531,493.0,4.0,57.5,One-time Shoppers
KH2532,177.0,12.0,90.75,Big Spenders
KH2533,372.0,7.0,70.4,Churned Customers
KH2534,52.0,14.0,123.52,Potential Loyalists
KH2535,50.0,13.0,95.5,Potential Loyalists
KH2536,53.0,7.0,59.3,Potential Loyalists
KH2537,77.0,8.0,35.6,Potential Loyalists
KH2538,156.0,7.0,43.2,Big Spenders
KH2539,45.0,4.0,20.6,Potential Loyalists
KH2540,300.0,17.0,132.7,Churned Customers
KH2541,474.0,6.0,28.2,One-time Shoppers
KH2542,36.0,8.0,71.0,Potential Loyalists
KH2543,139.0,10.0,85.85,Big Spenders
KH2544,335.0,9.0,74.6,Churned Customers
KH2545,42.0,12.0,43.35,Potential Loyalists
KH2546,237.0,5.0,37.8,Big Spenders
KH2547,36.0,12.0,148.6,Loyal Customers
KH2548,5.0,10.0,63.45,Potential Loyalists
KH2549,128.0,16.0,201.92,Loyal Customers
KH2550,7.0,16.0,163.14,Loyal Customers
KH2551,70.0,6.0,83.6,Potential Loyalists
KH2552,359.0,13.0,119.52,Churned Customers
KH2553,163.0,14.0,73.23,Big Spenders
KH2555,7.0,16.0,196.8,Loyal Customers
KH2556,124.0,10.0,95.8,Big Spenders
KH2557,68.0,6.0,58.4,Potential Loyalists
KH2558,140.0,2.0,10.6,Big Spenders
KH2559,429.0,6.0,72.7,Churned Customers
KH2560,34.0,24.0,165.52,Loyal Customers
KH2561,133.0,9.0,74.85,Big Spenders
KH2562,411.0,10.0,111.2,Churned Customers
KH2563,1.0,14.0,98.55,Potential Loyalists
KH2564,169.0,10.0,87.8,Big Spenders
KH2565,93.0,12.0,75.74,Potential Loyalists
KH2566,333.0,3.0,44.92,Churned Customers
KH2567,526.0,2.0,22.4,One-time Shoppers
KH2568,82.0,19.0,167.3,Loyal Customers
KH2569,167.0,7.0,91.1,Big Spenders
KH2570,128.0,11.0,86.4,Big Spenders
KH2571,166.0,8.0,76.1,Big Spenders
KH2572,217.0,2.0,39.4,Big Spenders
KH2573,361.0,16.0,157.4,Churned Customers
KH2574,19.0,11.0,98.44,Potential Loyalists
KH2575,292.0,4.0,74.2,Churned Customers
KH2576,370.0,4.0,52.3,Churned Customers
KH2577,66.0,8.0,29.45,Potential Loyalists
KH2578,29.0,18.0,155.76,Loyal Customers
KH2579,266.0,6.0,92.3,Big Spenders
KH2580,43.0,12.0,124.0,Potential Loyalists
KH2581,16.0,12.0,99.85,Potential Loyalists
KH2582,46.0,12.0,143.8,Loyal Customers
KH2583,279.0,5.0,67.5,Churned Customers
KH2584,249.0,20.0,153.97,Big Spenders
KH2585,291.0,10.0,35.4,Churned Customers
KH2586,65.0,5.0,53.1,Potential Loyalists
KH2587,211.0,13.0,84.25,Big Spenders
KH2588,2.0,5.0,42.8,Potential Loyalists
KH2589,245.0,19.0,99.44,Big Spenders
KH2590,14.0,10.0,104.5,Potential Loyalists
KH2591,385.0,4.0,6.6,Churned Customers
KH2592,90.0,16.0,141.94,Loyal Customers
KH2593,443.0,6.0,41.32,Churned Customers
KH2594,223.0,8.0,49.3,Big Spenders
KH2595,341.0,17.0,134.45,Churned Customers
KH2597,137.0,15.0,125.25,Big Spenders
KH2598,49.0,3.0,59.1,Potential Loyalists
KH2599,38.0,15.0,160.1,Loyal Customers
KH2600,14.0,19.0,158.9,Loyal Customers
KH2601,69.0,19.0,197.0,Loyal Customers
KH2602,19.0,17.0,145.44,Loyal Customers
KH2603,550.0,4.0,31.86,One-time Shoppers
KH2604,101.0,14.0,103.1,Potential Loyalists
KH2605,487.0,6.0,33.35,One-time Shoppers
KH2606,338.0,8.0,60.7,Churned Customers
KH2607,405.0,4.0,19.3,Churned Customers
KH2608,102.0,8.0,43.4,Potential Loyalists
KH2609,126.0,5.0,22.6,Potential Loyalists
KH2610,70.0,7.0,75.04,Potential Loyalists
KH2611,366.0,7.0,38.35,Churned Customers
KH2612,213.0,18.0,149.25,Big Spenders
KH2613,129.0,17.0,75.45,Big Spenders
KH2614,188.0,2.0,9.0,Big Spenders
KH2615,580.0,4.0,27.2,One-time Shoppers
KH2616,228.0,8.0,72.0,Big Spenders
KH2617,222.0,16.0,126.85,Big Spenders
KH2618,27.0,16.0,163.9,Loyal Customers
KH2619,371.0,7.0,43.56,Churned Customers
KH2620,16.0,8.0,53.55,Potential Loyalists
KH2621,459.0,4.0,25.2,One-time Shoppers
KH2622,90.0,12.0,74.7,Potential Loyalists
KH2623,81.0,9.0,65.5,Potential Loyalists
KH2624,134.0,4.0,61.8,Big Spenders
KH2625,42.0,31.0,243.06,Loyal Customers
KH2626,508.0,7.0,39.0,One-time Shoppers
KH2627,60.0,8.0,42.2,Potential Loyalists
KH2628,393.0,2.0,18.0,Churned Customers
KH2629,24.0,19.0,178.54,Loyal Customers
KH2630,318.0,7.0,77.24,Churned Customers
KH2631,94.0,7.0,30.5,Potential Loyalists
KH2632,98.0,24.0,254.8,Loyal Customers
KH2633,33.0,16.0,102.2,Potential Loyalists
KH2634,252.0,5.0,36.9,Big Spenders
KH2635,104.0,6.0,67.2,Potential Loyalists
KH2636,110.0,10.0,78.0,Potential Loyalists
KH2637,468.0,4.0,12.9,One-time Shoppers
KH2638,446.0,5.0,83.4,Churned Customers
KH2639,48.0,8.0,61.1,Potential Loyalists
KH2640,252.0,2.0,4.8,Big Spenders
KH2641,304.0,12.0,96.1,Churned Customers
KH2642,273.0,7.0,43.6,Churned Customers
KH2643,29.0,12.0,86.55,Potential Loyalists
KH2644,588.0,7.0,43.9,One-time Shoppers
KH2645,186.0,19.0,157.6,Big Spenders
KH2646,49.0,7.0,100.6,Potential Loyalists
KH2648,52.0,13.0,152.7,Loyal Customers
KH2649,32.0,9.0,85.2,Potential Loyalists
KH2650,38.0,16.0,193.71,Loyal Customers
KH2651,475.0,4.0,32.12,One-time Shoppers
KH2652,4.0,13.0,116.69,Potential Loyalists
KH2653,23.0,12.0,77.15,Potential Loyalists
KH2654,35.0,19.0,145.3,Loyal Customers
KH2655,182.0,5.0,45.76,Big Spenders
KH2656,14.0,10.0,105.1,Potential Loyalists
KH2657,223.0,6.0,57.2,Big Spenders
KH2658,75.0,7.0,26.9,Potential Loyalists
KH2659,22.0,16.0,172.97,Loyal Customers
KH2660,475.0,4.0,86.2,One-time Shoppers
KH2661,243.0,8.0,71.9,Big Spenders
KH2662,390.0,6.0,33.4,Churned Customers
KH2663,70.0,27.0,208.82,Loyal Customers
KH2664,101.0,8.0,62.9,Potential Loyalists
KH2665,261.0,4.0,84.66,Big Spenders
KH2666,16.0,16.0,110.55,Potential Loyalists
KH2667,197.0,5.0,38.29,Big Spenders
KH2668,394.0,2.0,4.2,Churned Customers
KH2669,97.0,11.0,62.1,Potential Loyalists
KH2670,245.0,6.0,47.1,Big Spenders
KH2671,156.0,8.0,56.3,Big Spenders
KH2672,34.0,12.0,121.8,Potential Loyalists
KH2673,20.0,8.0,36.1,Potential Loyalists
KH2674,483.0,6.0,41.7,One-time Shoppers
KH2675,106.0,7.0,18.2,Potential Loyalists
KH2676,53.0,14.0,129.9,Loyal Customers
KH2677,7.0,6.0,33.6,Potential Loyalists
KH2678,32.0,11.0,99.05,Potential Loyalists
KH2679,379.0,6.0,57.39,Churned Customers
KH2680,141.0,8.0,70.1,Big Spenders
KH2681,242.0,6.0,72.0,Big Spenders
KH2682,29.0,11.0,49.2,Potential Loyalists
KH2683,141.0,8.0,82.7,Big Spenders
KH2684,353.0,3.0,7.5,Churned Customers
KH2685,84.0,12.0,60.4,Potential Loyalists
KH2686,375.0,4.0,27.0,Churned Customers
KH2687,107.0,16.0,140.6,Loyal Customers
KH2688,38.0,13.0,100.1,Potential Loyalists
KH2689,244.0,15.0,85.4,Big Spenders
KH2690,56.0,17.0,185.5,Loyal Customers
KH2691,56.0,10.0,104.3,Potential Loyalists
KH2692,82.0,10.0,125.6,Loyal Customers
KH2693,58.0,11.0,101.4,Potential Loyalists
KH2694,36.0,19.0,161.76,Loyal Customers
KH2695,179.0,8.0,74.3,Big Spenders
KH2696,119.0,11.0,76.0,Potential Loyalists
KH2697,541.0,4.0,78.7,One-time Shoppers
KH2698,340.0,8.0,61.8,Churned Customers
KH2699,32.0,10.0,60.55,Potential Loyalists
KH2700,45.0,9.0,114.88,Potential Loyalists
KH2701,501.0,11.0,104.69,One-time Shoppers
KH2702,217.0,9.0,69.3,Big Spenders
KH2703,100.0,9.0,73.0,Potential Loyalists
KH2704,42.0,6.0,39.8,Potential Loyalists
KH2705,44.0,6.0,72.94,Potential Loyalists
KH2706,88.0,23.0,260.9,Loyal Customers
KH2707,73.0,17.0,123.56,Loyal Customers
KH2708,316.0,6.0,79.5,Churned Customers
KH2709,132.0,11.0,46.45,Big Spenders
KH2710,77.0,4.0,19.5,Potential Loyalists
KH2711,108.0,14.0,107.2,Potential Loyalists
KH2712,95.0,13.0,67.54,Potential Loyalists
KH2713,134.0,10.0,159.3,Loyal Customers
KH2714,290.0,2.0,36.7,Churned Customers
KH2715,177.0,15.0,117.4,Big Spenders
KH2716,98.0,16.0,192.1,Loyal Customers
KH2717,727.0,2.0,8.4,One-time Shoppers
KH2718,201.0,20.0,170.72,Big Spenders
KH2719,214.0,14.0,98.0,Big Spenders
KH2720,552.0,2.0,14.9,One-time Shoppers
KH2721,142.0,6.0,41.3,Big Spenders
KH2722,412.0,4.0,22.1,Churned Customers
KH2723,57.0,10.0,157.5,Loyal Customers
KH2724,244.0,6.0,81.2,Big Spenders
KH2725,702.0,4.0,33.4,One-time Shoppers
KH2726,395.0,8.0,69.92,Churned Customers
